title,name,release_date,popularity,vote_average,vote_count
Friends with Benefits,Comedy,2011-07-21,14.019,6.6,4637
Executive Decision,Action,1996-03-15,13.86,6.1,402
Executive Decision,Adventure,1996-03-15,13.86,6.1,402
Executive Decision,Drama,1996-03-15,13.86,6.1,402
Executive Decision,Thriller,1996-03-15,13.86,6.1,402
The Human Centipede 2 (Full Sequence),Drama,2011-10-07,13.787,4.6,596
The Human Centipede 2 (Full Sequence),Horror,2011-10-07,13.787,4.6,596
The Human Centipede 2 (Full Sequence),Crime,2011-10-07,13.787,4.6,596
The Adjustment Bureau,Science Fiction,2011-03-04,13.717,6.6,2615
The Adjustment Bureau,Thriller,2011-03-04,13.717,6.6,2615
The Adjustment Bureau,Romance,2011-03-04,13.717,6.6,2615
Bad Teacher,Comedy,2011-06-19,13.549,5.5,2894
Dante's Peak,Action,1997-02-07,13.514,5.9,783
Dante's Peak,Adventure,1997-02-07,13.514,5.9,783
Dante's Peak,Thriller,1997-02-07,13.514,5.9,783
Dante's Peak,Drama,1997-02-07,13.514,5.9,783
Source Code,Thriller,2011-04-01,13.495,7.2,4529
Source Code,Science Fiction,2011-04-01,13.495,7.2,4529
Source Code,Mystery,2011-04-01,13.495,7.2,4529
TRON: Legacy,Adventure,2010-12-10,13.459,6.3,4387
TRON: Legacy,Action,2010-12-10,13.459,6.3,4387
TRON: Legacy,Science Fiction,2010-12-10,13.459,6.3,4387
Final Destination 5,Horror,2011-08-12,13.392,6.0,1701
Final Destination 5,Mystery,2011-08-12,13.392,6.0,1701
"Crazy, Stupid, Love.",Comedy,2011-07-29,13.277,7.2,4585
"Crazy, Stupid, Love.",Drama,2011-07-29,13.277,7.2,4585
"Crazy, Stupid, Love.",Romance,2011-07-29,13.277,7.2,4585
Midnight in Paris,Fantasy,2011-05-20,13.171,7.5,3965
Midnight in Paris,Comedy,2011-05-20,13.171,7.5,3965
Midnight in Paris,Romance,2011-05-20,13.171,7.5,3965
Shame,Drama,2011-12-02,13.152,7.0,1607
Never Back Down 2: The Beatdown,Drama,2011-09-13,13.06,6.0,257
Never Back Down 2: The Beatdown,Action,2011-09-13,13.06,6.0,257
Arthur Christmas,Drama,2011-11-23,12.981,6.7,692
Arthur Christmas,Animation,2011-11-23,12.981,6.7,692
Arthur Christmas,Family,2011-11-23,12.981,6.7,692
Arthur Christmas,Comedy,2011-11-23,12.981,6.7,692
The Grey,Drama,2012-01-27,12.942,6.5,2280
The Grey,Thriller,2012-01-27,12.942,6.5,2280
The Grey,Action,2012-01-27,12.942,6.5,2280
The Grey,Adventure,2012-01-27,12.942,6.5,2280
Hugo,Adventure,2011-11-23,12.936,7.1,4124
Hugo,Drama,2011-11-23,12.936,7.1,4124
Hugo,Family,2011-11-23,12.936,7.1,4124
Ice Age: A Mammoth Christmas,Animation,2011-11-24,12.841,6.2,313
Ice Age: A Mammoth Christmas,Family,2011-11-24,12.841,6.2,313
Ice Age: A Mammoth Christmas,TV Movie,2011-11-24,12.841,6.2,313
Backdraft,Action,1991-05-24,12.808,6.5,613
Backdraft,Crime,1991-05-24,12.808,6.5,613
Backdraft,Drama,1991-05-24,12.808,6.5,613
Backdraft,Mystery,1991-05-24,12.808,6.5,613
Backdraft,Thriller,1991-05-24,12.808,6.5,613
Battle: Los Angeles,Action,2011-03-08,12.721,5.6,2049
Battle: Los Angeles,Science Fiction,2011-03-08,12.721,5.6,2049
The Debt,Drama,2011-08-31,12.697,6.6,403
The Debt,Thriller,2011-08-31,12.697,6.6,403
Death Race 2,Action,2011-01-18,12.697,5.6,560
Death Race 2,Thriller,2011-01-18,12.697,5.6,560
Death Race 2,Science Fiction,2011-01-18,12.697,5.6,560
Alvin and the Chipmunks: Chipwrecked,Comedy,2011-12-16,12.672,5.5,1055
Alvin and the Chipmunks: Chipwrecked,Fantasy,2011-12-16,12.672,5.5,1055
Alvin and the Chipmunks: Chipwrecked,Family,2011-12-16,12.672,5.5,1055
Alvin and the Chipmunks: Chipwrecked,Music,2011-12-16,12.672,5.5,1055
Alvin and the Chipmunks: Chipwrecked,Animation,2011-12-16,12.672,5.5,1055
The Ward,Horror,2011-07-08,12.614,5.8,608
The Ward,Thriller,2011-07-08,12.614,5.8,608
The Help,Drama,2011-08-10,12.598,8.1,3944
Marvel One-Shot: The Consultant,Adventure,2011-09-13,12.551,6.6,202
Marvel One-Shot: The Consultant,Fantasy,2011-09-13,12.551,6.6,202
Marvel One-Shot: The Consultant,Science Fiction,2011-09-13,12.551,6.6,202
Marvel One-Shot: The Consultant,Action,2011-09-13,12.551,6.6,202
Season of the Witch,Adventure,2011-01-07,12.535,5.3,1352
Season of the Witch,Fantasy,2011-01-07,12.535,5.3,1352
Season of the Witch,Action,2011-01-07,12.535,5.3,1352
Dressed to Kill,Mystery,1980-06-25,12.481,6.8,300
Dressed to Kill,Thriller,1980-06-25,12.481,6.8,300
50/50,Comedy,2011-09-30,12.451,7.1,2111
50/50,Drama,2011-09-30,12.451,7.1,2111
Legend of the Fist: The Return of Chen Zhen,Drama,2011-04-22,12.45,6.3,97
Legend of the Fist: The Return of Chen Zhen,Action,2011-04-22,12.45,6.3,97
Legend of the Fist: The Return of Chen Zhen,History,2011-04-22,12.45,6.3,97
Legend of the Fist: The Return of Chen Zhen,Thriller,2011-04-22,12.45,6.3,97
The Thing,Horror,2011-10-14,12.349,6.1,1404
The Thing,Science Fiction,2011-10-14,12.349,6.1,1404
The Thing,Mystery,2011-10-14,12.349,6.1,1404
The Thing,Thriller,2011-10-14,12.349,6.1,1404
Jane Eyre,Drama,2011-03-11,12.329,7.1,758
Jane Eyre,Romance,2011-03-11,12.329,7.1,758
Your Highness,Comedy,2011-04-08,12.254,5.3,735
Your Highness,Adventure,2011-04-08,12.254,5.3,735
Your Highness,Fantasy,2011-04-08,12.254,5.3,735
Tower Heist,Action,2011-11-04,12.213,6.0,1592
Tower Heist,Comedy,2011-11-04,12.213,6.0,1592
Small Fry,Animation,2011-11-23,12.131,6.7,218
Small Fry,Family,2011-11-23,12.131,6.7,218
The Change-Up,Comedy,2011-08-05,12.122,6.0,1406
My Week with Marilyn,Drama,2011-11-23,12.081,6.7,741
Unknown,Action,2011-02-18,12.08,6.6,2043
Unknown,Mystery,2011-02-18,12.08,6.6,2043
Unknown,Thriller,2011-02-18,12.08,6.6,2043
Fright Night,Horror,2011-08-19,12.078,6.0,1024
Fright Night,Comedy,2011-08-19,12.078,6.0,1024
Tron,Science Fiction,1982-07-09,12.063,6.6,1100
Tron,Action,1982-07-09,12.063,6.6,1100
Tron,Adventure,1982-07-09,12.063,6.6,1100
The Rum Diary,Drama,2011-10-27,12.011,5.7,652
The Rum Diary,Comedy,2011-10-27,12.011,5.7,652
The Adventures of Tintin,Adventure,2011-12-20,11.981,6.8,3251
The Adventures of Tintin,Animation,2011-12-20,11.981,6.8,3251
The Adventures of Tintin,Mystery,2011-12-20,11.981,6.8,3251
We Need to Talk About Kevin,Drama,2011-12-09,11.964,7.6,1306
We Need to Talk About Kevin,Thriller,2011-12-09,11.964,7.6,1306
The Three Musketeers,Adventure,2011-10-20,11.932,5.7,1596
The Three Musketeers,Action,2011-10-20,11.932,5.7,1596
The Three Musketeers,Thriller,2011-10-20,11.932,5.7,1596
Trespass,Crime,2011-10-14,11.909,5.5,589
Trespass,Drama,2011-10-14,11.909,5.5,589
Trespass,Thriller,2011-10-14,11.909,5.5,589
Trespass,Mystery,2011-10-14,11.909,5.5,589
Sixteen Candles,Comedy,1984-05-04,11.883,6.8,982
Sixteen Candles,Romance,1984-05-04,11.883,6.8,982
Red Riding Hood,Fantasy,2011-03-11,11.856,5.9,1884
Red Riding Hood,Thriller,2011-03-11,11.856,5.9,1884
Red Riding Hood,Horror,2011-03-11,11.856,5.9,1884
The Lincoln Lawyer,Crime,2011-03-18,11.812,7.1,1525
The Lincoln Lawyer,Drama,2011-03-18,11.812,7.1,1525
The Lincoln Lawyer,Thriller,2011-03-18,11.812,7.1,1525
The Sitter,Comedy,2011-12-09,11.571,5.4,472
The Tree of Life,Drama,2011-05-27,11.569,6.6,1730
The Tree of Life,Fantasy,2011-05-27,11.569,6.6,1730
I Am Number Four,Action,2011-02-18,11.555,6.0,2805
I Am Number Four,Thriller,2011-02-18,11.555,6.0,2805
I Am Number Four,Science Fiction,2011-02-18,11.555,6.0,2805
I Am Number Four,Adventure,2011-02-18,11.555,6.0,2805
Demolition Man,Crime,1993-10-08,11.485,6.5,1678
Demolition Man,Action,1993-10-08,11.485,6.5,1678
Demolition Man,Science Fiction,1993-10-08,11.485,6.5,1678
A Serbian Film,Crime,2011-05-13,11.387,5.5,781
A Serbian Film,Horror,2011-05-13,11.387,5.5,781
A Serbian Film,Thriller,2011-05-13,11.387,5.5,781
Super,Comedy,2011-03-31,11.36,6.6,726
Super,Action,2011-03-31,11.36,6.6,726
Super,Drama,2011-03-31,11.36,6.6,726
The Muppets,Comedy,2011-11-23,11.324,6.6,831
The Muppets,Family,2011-11-23,11.324,6.6,831
The Muppets,Music,2011-11-23,11.324,6.6,831
Take Me Home Tonight,Comedy,2011-03-04,11.321,6.1,339
Take Me Home Tonight,Drama,2011-03-04,11.321,6.1,339
Take Me Home Tonight,Romance,2011-03-04,11.321,6.1,339
30 Minutes or Less,Action,2011-08-12,11.315,5.6,825
30 Minutes or Less,Adventure,2011-08-12,11.315,5.6,825
30 Minutes or Less,Comedy,2011-08-12,11.315,5.6,825
Jack and Jill,Comedy,2011-11-11,11.277,4.1,1124
A Cinderella Story: Once Upon a Song,Comedy,2011-09-05,11.273,6.2,640
A Cinderella Story: Once Upon a Song,Family,2011-09-05,11.273,6.2,640
A Cinderella Story: Once Upon a Song,Romance,2011-09-05,11.273,6.2,640
The Yellow Sea,Drama,2011-12-02,11.253,7.4,181
The Yellow Sea,Thriller,2011-12-02,11.253,7.4,181
The Yellow Sea,Crime,2011-12-02,11.253,7.4,181
Take Shelter,Thriller,2011-09-30,11.236,7.2,787
Take Shelter,Drama,2011-09-30,11.236,7.2,787
Hostel: Part III,Horror,2011-12-27,11.179,5.0,513
Winnie the Pooh,Animation,2011-07-14,11.147,6.9,444
Winnie the Pooh,Family,2011-07-14,11.147,6.9,444
New Year's Eve,Comedy,2011-12-09,11.138,5.8,1301
New Year's Eve,Romance,2011-12-09,11.138,5.8,1301
Melancholia,Drama,2011-11-11,11.123,7.1,1642
Melancholia,Science Fiction,2011-11-11,11.123,7.1,1642
Detective Dee and the Mystery of the Phantom Flame,Action,2011-09-02,11.076,6.7,176
Detective Dee and the Mystery of the Phantom Flame,Adventure,2011-09-02,11.076,6.7,176
Detective Dee and the Mystery of the Phantom Flame,Drama,2011-09-02,11.076,6.7,176
Detective Dee and the Mystery of the Phantom Flame,Mystery,2011-09-02,11.076,6.7,176
Almost Famous,Drama,2000-09-15,11.022,7.5,1339
Almost Famous,Music,2000-09-15,11.022,7.5,1339
Monte Carlo,Adventure,2011-07-01,11.017,6.2,1193
Monte Carlo,Comedy,2011-07-01,11.017,6.2,1193
Monte Carlo,Romance,2011-07-01,11.017,6.2,1193
Pixie Hollow Games,Animation,2011-11-19,10.891,6.4,137
Pixie Hollow Games,Family,2011-11-19,10.891,6.4,137
Tinker Tailor Soldier Spy,Drama,2011-12-09,10.831,6.7,1402
Tinker Tailor Soldier Spy,Thriller,2011-12-09,10.831,6.7,1402
Tinker Tailor Soldier Spy,Mystery,2011-12-09,10.831,6.7,1402
Zookeeper,Comedy,2011-07-08,10.764,5.3,886
Zookeeper,Romance,2011-07-08,10.764,5.3,886
Zookeeper,Family,2011-07-08,10.764,5.3,886
Geek Charming,Comedy,2011-11-11,10.752,6.2,405
Geek Charming,Drama,2011-11-11,10.752,6.2,405
Geek Charming,Family,2011-11-11,10.752,6.2,405
Geek Charming,TV Movie,2011-11-11,10.752,6.2,405
The Tunnel,Horror,2011-05-19,10.737,5.5,166
The Tunnel,Thriller,2011-05-19,10.737,5.5,166
The Tunnel,Mystery,2011-05-19,10.737,5.5,166
The Awakening,Horror,2011-08-17,10.73,6.4,782
The Awakening,Thriller,2011-08-17,10.73,6.4,782
The Darkest Hour,Horror,2011-12-25,10.73,4.9,735
The Darkest Hour,Action,2011-12-25,10.73,4.9,735
The Darkest Hour,Thriller,2011-12-25,10.73,4.9,735
The Darkest Hour,Science Fiction,2011-12-25,10.73,4.9,735
Fast Times at Ridgemont High,Comedy,1982-08-13,10.705,6.9,563
Fast Times at Ridgemont High,Drama,1982-08-13,10.705,6.9,563
Dolphin Tale,Drama,2011-09-23,10.679,6.8,327
Dolphin Tale,Family,2011-09-23,10.679,6.8,327
Colombiana,Action,2011-08-26,10.584,6.5,1371
Colombiana,Thriller,2011-08-26,10.584,6.5,1371
Colombiana,Crime,2011-08-26,10.584,6.5,1371
Colombiana,Drama,2011-08-26,10.584,6.5,1371
Assassins,Action,1995-10-06,10.579,6.2,666
Assassins,Adventure,1995-10-06,10.579,6.2,666
Assassins,Crime,1995-10-06,10.579,6.2,666
Assassins,Thriller,1995-10-06,10.579,6.2,666
Legend,Adventure,1986-04-18,10.542,6.2,509
Legend,Fantasy,1986-04-18,10.542,6.2,509
Dragons: Gift of the Night Fury,Animation,2011-11-15,10.477,7.0,189
Dragons: Gift of the Night Fury,Comedy,2011-11-15,10.477,7.0,189
Dragons: Gift of the Night Fury,Adventure,2011-11-15,10.477,7.0,189
Dragons: Gift of the Night Fury,Family,2011-11-15,10.477,7.0,189
Confessions of a Brazilian Call Girl,Drama,2011-03-03,10.453,6.1,174
The Descendants,Comedy,2011-11-18,10.444,6.8,1522
The Descendants,Drama,2011-11-18,10.444,6.8,1522
Contagion,Drama,2011-09-09,10.444,6.3,2128
Contagion,Thriller,2011-09-09,10.444,6.3,2128
Contagion,Science Fiction,2011-09-09,10.444,6.3,2128
What's Your Number?,Comedy,2011-09-30,10.391,6.4,1271
What's Your Number?,Romance,2011-09-30,10.391,6.4,1271
War Horse,Drama,2011-12-25,10.378,7.2,1849
War Horse,War,2011-12-25,10.378,7.2,1849
Absentia,Mystery,2011-03-03,10.357,5.9,175
Absentia,Horror,2011-03-03,10.357,5.9,175
Absentia,Thriller,2011-03-03,10.357,5.9,175
A Dangerous Method,Drama,2011-11-23,10.352,6.3,1066
A Dangerous Method,Thriller,2011-11-23,10.352,6.3,1066
Beginners,Drama,2011-06-17,10.322,6.9,532
Beginners,Romance,2011-06-17,10.322,6.9,532
Beginners,Comedy,2011-06-17,10.322,6.9,532
The Sorcerer and the White Snake,Action,2011-09-28,10.322,5.7,85
The Sorcerer and the White Snake,Fantasy,2011-09-28,10.322,5.7,85
One Day,Drama,2011-08-19,10.308,7.2,2105
One Day,Romance,2011-08-19,10.308,7.2,2105
Footloose,Drama,2011-10-14,10.269,6.6,929
Footloose,Music,2011-10-14,10.269,6.6,929
Footloose,Romance,2011-10-14,10.269,6.6,929
Ironclad,Romance,2011-07-08,10.202,6.1,373
Ironclad,Adventure,2011-07-08,10.202,6.1,373
Ironclad,Action,2011-07-08,10.202,6.1,373
Ironclad,History,2011-07-08,10.202,6.1,373
Carnage,Comedy,2011-12-16,10.181,7.1,1478
Carnage,Drama,2011-12-16,10.181,7.1,1478
The Guard,Action,2011-07-29,10.177,6.9,563
The Guard,Comedy,2011-07-29,10.177,6.9,563
The Guard,Thriller,2011-07-29,10.177,6.9,563
The Guard,Crime,2011-07-29,10.177,6.9,563
The Artist,Drama,2011-10-14,10.155,7.4,1787
The Artist,Comedy,2011-10-14,10.155,7.4,1787
The Artist,Romance,2011-10-14,10.155,7.4,1787
Beastly,Drama,2011-03-04,10.136,6.1,1748
Beastly,Fantasy,2011-03-04,10.136,6.1,1748
Beastly,Romance,2011-03-04,10.136,6.1,1748
Beastly,Science Fiction,2011-03-04,10.136,6.1,1748
Miss Bala,Drama,2011-10-01,10.128,6.3,50
Miss Bala,Action,2011-10-01,10.128,6.3,50
The Ides of March,Drama,2011-10-07,10.127,6.7,1405
A Very Harold & Kumar Christmas,Comedy,2011-11-04,10.123,6.0,496
Barbie: Princess Charm School,Family,2011-09-13,10.115,6.9,276
Barbie: Princess Charm School,Animation,2011-09-13,10.115,6.9,276
Barbie: Princess Charm School,Fantasy,2011-09-13,10.115,6.9,276
Like Crazy,Drama,2011-10-28,10.091,6.5,638
Like Crazy,Romance,2011-10-28,10.091,6.5,638
Outrage,Action,2011-12-02,10.081,6.9,152
Outrage,Crime,2011-12-02,10.081,6.9,152
Outrage,Drama,2011-12-02,10.081,6.9,152
Green Lantern: Emerald Knights,Action,2011-06-07,10.078,6.2,187
Green Lantern: Emerald Knights,Adventure,2011-06-07,10.078,6.2,187
Green Lantern: Emerald Knights,Animation,2011-06-07,10.078,6.2,187
Green Lantern: Emerald Knights,Science Fiction,2011-06-07,10.078,6.2,187
Green Lantern: Emerald Knights,Drama,2011-06-07,10.078,6.2,187
Book of Dragons,Fantasy,2011-11-15,10.057,6.5,87
Book of Dragons,Animation,2011-11-15,10.057,6.5,87
Book of Dragons,Action,2011-11-15,10.057,6.5,87
Book of Dragons,Comedy,2011-11-15,10.057,6.5,87
Book of Dragons,Family,2011-11-15,10.057,6.5,87
Another Earth,Drama,2011-07-22,10.03,6.7,853
Another Earth,Science Fiction,2011-07-22,10.03,6.7,853
Haywire,Action,2011-11-06,10.015,5.6,747
Haywire,Thriller,2011-11-06,10.015,5.6,747
Haywire,Mystery,2011-11-06,10.015,5.6,747
Spy Kids: All the Time in the World,Family,2011-08-19,10.009,4.6,487
Spy Kids: All the Time in the World,Comedy,2011-08-19,10.009,4.6,487
Spy Kids: All the Time in the World,Action,2011-08-19,10.009,4.6,487
Hall Pass,Comedy,2011-02-25,9.984,5.5,1009
Hall Pass,Romance,2011-02-25,9.984,5.5,1009
Hawaiian Vacation,Animation,2011-06-24,9.935,6.8,267
Hawaiian Vacation,Family,2011-06-24,9.935,6.8,267
We Bought a Zoo,Drama,2011-12-23,9.931,6.7,1523
We Bought a Zoo,Comedy,2011-12-23,9.931,6.7,1523
We Bought a Zoo,Family,2011-12-23,9.931,6.7,1523
With Every Heartbeat,Drama,2011-11-11,9.918,7.2,108
With Every Heartbeat,Romance,2011-11-11,9.918,7.2,108
True Legend,Action,2011-05-13,9.855,6.3,76
True Legend,Fantasy,2011-05-13,9.855,6.3,76
Extremely Loud & Incredibly Close,Drama,2011-12-24,9.828,7.0,1231
Black Death,Action,2011-03-11,9.819,5.9,425
Black Death,Drama,2011-03-11,9.819,5.9,425
Black Death,Horror,2011-03-11,9.819,5.9,425
Black Death,Mystery,2011-03-11,9.819,5.9,425
Black Death,Thriller,2011-03-11,9.819,5.9,425
Bridesmaids,Comedy,2011-05-13,9.805,6.5,2783
Bridesmaids,Romance,2011-05-13,9.805,6.5,2783
Hanna,Action,2011-04-08,9.709,6.6,1944
Hanna,Thriller,2011-04-08,9.709,6.6,1944
Hanna,Adventure,2011-04-08,9.709,6.6,1944
The Rite,Drama,2011-01-28,9.676,5.9,994
The Rite,Thriller,2011-01-28,9.676,5.9,994
The Rite,Horror,2011-01-28,9.676,5.9,994
Paranormal Activity 3,Horror,2011-10-21,9.669,5.9,1197
All Star Superman,Animation,2011-02-22,9.627,6.8,196
All Star Superman,Action,2011-02-22,9.627,6.8,196
All Star Superman,Adventure,2011-02-22,9.627,6.8,196
Attack the Block,Action,2011-07-29,9.612,6.4,1144
Attack the Block,Comedy,2011-07-29,9.612,6.4,1144
Attack the Block,Science Fiction,2011-07-29,9.612,6.4,1144
The Whistleblower,Drama,2011-08-05,9.578,6.7,269
The Whistleblower,Thriller,2011-08-05,9.578,6.7,269
The Whistleblower,Crime,2011-08-05,9.578,6.7,269
Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer,Science Fiction,2011-10-25,9.538,7.2,154
Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer,Fantasy,2011-10-25,9.538,7.2,154
The Double,Action,2011-10-28,9.531,5.9,341
The Double,Drama,2011-10-28,9.531,5.9,341
The Double,Crime,2011-10-28,9.531,5.9,341
The Dilemma,Comedy,2011-01-13,9.518,5.3,448
The Dilemma,Drama,2011-01-13,9.518,5.3,448
TEKKEN,Crime,2011-07-19,9.502,5.1,329
TEKKEN,Drama,2011-07-19,9.502,5.1,329
TEKKEN,Action,2011-07-19,9.502,5.1,329
TEKKEN,Thriller,2011-07-19,9.502,5.1,329
TEKKEN,Science Fiction,2011-07-19,9.502,5.1,329
Margin Call,Thriller,2011-10-21,9.498,6.8,856
Margin Call,Drama,2011-10-21,9.498,6.8,856
A Turtle's Tale: Sammy's Adventures,Animation,2011-03-25,9.485,5.8,318
A Turtle's Tale: Sammy's Adventures,Family,2011-03-25,9.485,5.8,318
Martha Marcy May Marlene,Drama,2011-10-21,9.477,6.7,413
Martha Marcy May Marlene,Thriller,2011-10-21,9.477,6.7,413
Rampart,Crime,2011-11-23,9.413,5.5,189
Rampart,Drama,2011-11-23,9.413,5.5,189
Madea's Big Happy Family,Comedy,2011-04-22,9.393,6.7,71
Madea's Big Happy Family,Drama,2011-04-22,9.393,6.7,71
"I Love You, Man",Comedy,2009-03-20,9.37,6.5,897
The Woman,Drama,2011-10-14,9.219,6.0,229
The Woman,Horror,2011-10-14,9.219,6.0,229
Phineas and Ferb the Movie: Across the 2nd Dimension,Animation,2011-08-05,9.203,6.6,226
Phineas and Ferb the Movie: Across the 2nd Dimension,Comedy,2011-08-05,9.203,6.6,226
Phineas and Ferb the Movie: Across the 2nd Dimension,Family,2011-08-05,9.203,6.6,226
Phineas and Ferb the Movie: Across the 2nd Dimension,TV Movie,2011-08-05,9.203,6.6,226
Beverly Hills Chihuahua 2,Comedy,2011-02-01,9.152,5.1,150
Beverly Hills Chihuahua 2,Family,2011-02-01,9.152,5.1,150
Zeitgeist: Moving Forward,Documentary,2011-01-15,9.15,7.1,104
The Other Woman,Drama,2011-02-04,9.15,6.2,220
"Turn Me On, Dammit!",Drama,2011-11-11,9.137,6.3,88
"Turn Me On, Dammit!",Comedy,2011-11-11,9.137,6.3,88
Machine Gun Preacher,Action,2011-09-23,9.12,6.5,477
Machine Gun Preacher,Thriller,2011-09-23,9.12,6.5,477
Machine Gun Preacher,Crime,2011-09-23,9.12,6.5,477
A Lonely Place to Die,Adventure,2011-04-09,9.104,6.1,251
A Lonely Place to Die,Action,2011-04-09,9.104,6.1,251
A Lonely Place to Die,Thriller,2011-04-09,9.104,6.1,251
A Lonely Place to Die,Crime,2011-04-09,9.104,6.1,251
Puss in Boots,Action,2011-10-28,9.078,6.3,1422
Puss in Boots,Adventure,2011-10-28,9.078,6.3,1422
Puss in Boots,Animation,2011-10-28,9.078,6.3,1422
Puss in Boots,Family,2011-10-28,9.078,6.3,1422
Puss in Boots,Fantasy,2011-10-28,9.078,6.3,1422
Puss in Boots,Comedy,2011-10-28,9.078,6.3,1422
Lemonade Mouth,Drama,2011-04-15,9.053,7.2,485
Lemonade Mouth,Comedy,2011-04-15,9.053,7.2,485
Dream House,Drama,2011-09-30,9.047,6.0,670
Dream House,Thriller,2011-09-30,9.047,6.0,670
Dream House,Mystery,2011-09-30,9.047,6.0,670
Win Win,Drama,2011-03-18,9.015,6.9,266
Win Win,Comedy,2011-03-18,9.015,6.9,266
Arena,Action,2011-10-11,9.013,4.9,139
Arena,Thriller,2011-10-11,9.013,4.9,139
Arena,Science Fiction,2011-10-11,9.013,4.9,139
Blue Valentine,Drama,2010-12-29,8.994,6.9,1677
Blue Valentine,Romance,2010-12-29,8.994,6.9,1677
The Caller,Horror,2011-08-26,8.99,6.0,115
The Caller,Thriller,2011-08-26,8.99,6.0,115
The Caller,Mystery,2011-08-26,8.99,6.0,115
The Iron Lady,History,2011-12-30,8.987,6.4,899
The Iron Lady,Drama,2011-12-30,8.987,6.4,899
Barbie: A Fairy Secret,Animation,2011-03-15,8.98,6.1,197
Barbie: A Fairy Secret,Family,2011-03-15,8.98,6.1,197
Barbie: A Fairy Secret,Fantasy,2011-03-15,8.98,6.1,197
The Decoy Bride,Drama,2011-10-10,8.976,6.0,125
The Decoy Bride,Comedy,2011-10-10,8.976,6.0,125
The Decoy Bride,Romance,2011-10-10,8.976,6.0,125
Diary of a Wimpy Kid: Rodrick Rules,Family,2011-03-25,8.961,6.4,492
Diary of a Wimpy Kid: Rodrick Rules,Comedy,2011-03-25,8.961,6.4,492
I Saw the Devil,Thriller,2011-01-21,8.904,7.7,951
I Saw the Devil,Horror,2011-01-21,8.904,7.7,951
Nine Dead,Crime,2011-03-09,8.882,5.1,125
Nine Dead,Drama,2011-03-09,8.882,5.1,125
Nine Dead,Horror,2011-03-09,8.882,5.1,125
Nine Dead,Mystery,2011-03-09,8.882,5.1,125
13 Assassins,Adventure,2011-03-30,8.866,7.3,514
13 Assassins,Drama,2011-03-30,8.866,7.3,514
13 Assassins,Action,2011-03-30,8.866,7.3,514
Mars Needs Moms,Adventure,2011-03-11,8.852,5.7,299
Mars Needs Moms,Animation,2011-03-11,8.852,5.7,299
Mars Needs Moms,Family,2011-03-11,8.852,5.7,299
Hobo with a Shotgun,Crime,2011-05-06,8.844,5.9,300
Hobo with a Shotgun,Action,2011-05-06,8.844,5.9,300
Hobo with a Shotgun,Thriller,2011-05-06,8.844,5.9,300
A Few Best Men,Comedy,2011-10-14,8.84,5.8,247
Headhunters,Thriller,2011-12-20,8.836,7.3,601
Headhunters,Crime,2011-12-20,8.836,7.3,601
A Good Old Fashioned Orgy,Comedy,2011-09-02,8.822,5.9,147
"Jeff, Who Lives at Home",Drama,2011-09-13,8.821,6.2,320
"Jeff, Who Lives at Home",Comedy,2011-09-13,8.821,6.2,320
Straw Dogs,Drama,2011-09-16,8.749,5.7,255
Straw Dogs,Thriller,2011-09-16,8.749,5.7,255
Margaret,Drama,2011-09-30,8.747,6.3,138
Elephant White,Action,2011-05-17,8.744,5.1,108
Elephant White,Thriller,2011-05-17,8.744,5.1,108
Elephant White,Fantasy,2011-05-17,8.744,5.1,108
Elephant White,Crime,2011-05-17,8.744,5.1,108
The Inbetweeners Movie,Comedy,2011-08-20,8.706,6.2,517
The Art of Getting By,Drama,2011-06-17,8.695,6.5,752
The Art of Getting By,Romance,2011-06-17,8.695,6.5,752
5 Days of War,War,2011-08-18,8.689,5.7,102
5 Days of War,Drama,2011-08-18,8.689,5.7,102
J. Edgar,Drama,2011-11-09,8.628,6.2,1303
J. Edgar,Crime,2011-11-09,8.628,6.2,1303
J. Edgar,History,2011-11-09,8.628,6.2,1303
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,Science Fiction,2003-05-28,8.613,7.7,156
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,Music,2003-05-28,8.613,7.7,156
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,Animation,2003-05-28,8.613,7.7,156
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,Adventure,2003-05-28,8.613,7.7,156
Justin Bieber: Never Say Never,Documentary,2011-02-11,8.602,5.1,240
Justin Bieber: Never Say Never,Music,2011-02-11,8.602,5.1,240
Justin Bieber: Never Say Never,Family,2011-02-11,8.602,5.1,240
George Harrison: Living in the Material World,Music,2011-09-02,8.59,7.9,96
George Harrison: Living in the Material World,Documentary,2011-09-02,8.59,7.9,96
Shaolin,Action,2011-09-09,8.537,6.6,158
Shaolin,Drama,2011-09-09,8.537,6.6,158
Mean Girls 2,Comedy,2011-01-23,8.534,5.1,661
Our Idiot Brother,Comedy,2011-08-26,8.523,6.1,527
Our Idiot Brother,Drama,2011-08-26,8.523,6.1,527
Texas Killing Fields,Drama,2011-10-14,8.517,5.8,237
Texas Killing Fields,Thriller,2011-10-14,8.517,5.8,237
Texas Killing Fields,Crime,2011-10-14,8.517,5.8,237
Texas Killing Fields,Mystery,2011-10-14,8.517,5.8,237
