release_date,movie,production_budget,domestic_gross,domestic_profit,domestic_ROI,Year
2/10/2015,Love in the Time of Monsters,500000,0,-500000,-100,2015
10/29/2010,Monsters,500000,237301,-262699,-52.5398,2010
1/8/2013,Now is Good,500000,0,-500000,-100,2013
12/11/2015,O Menino e o Mundo,500000,129479,-370521,-74.1042,2015
4/14/2015,Roadside,500000,0,-500000,-100,2015
12/31/2015,Rodeo Girl,500000,0,-500000,-100,2015
4/1/2011,Rubber,500000,100370,-399630,-79.926,2011
7/8/2011,Sholem Aleichem: Laughing in the Darkness,500000,1131261,631261,126.2522,2011
3/10/2015,Subconscious,500000,0,-500000,-100,2015
11/10/2015,The Little Ponderosa Zoo,500000,0,-500000,-100,2015
5/14/2010,The Living Wake,500000,12232,-487768,-97.5536,2010
9/28/2012,The Other Dream Team,500000,134109,-365891,-73.1782,2012
7/24/2015,The Outrageous Sophie Tucker,500000,0,-500000,-100,2015
12/31/2014,The Sound and the Shadow,500000,0,-500000,-100,2014
1/22/2010,To Save a Life,500000,3777210,3277210,655.442,2010
7/11/2014,As It Is in Heaven,450000,13486,-436514,-97.00311111,2014
7/1/2014,Mutual Friends,450000,0,-450000,-100,2014
12/31/2014,Rise Of the Entrepreneur - The Search For A Better Way,450000,0,-450000,-100,2014
11/20/2015,Siakh lokhamim: ha'slilim ha'gnouzim,450000,41260,-408740,-90.83111111,2015
4/25/2014,Blue Ruin,420000,258384,-161616,-38.48,2014
10/15/2010,I Want Your Money,400000,433588,33588,8.397,2010
12/31/2014,Pancakes,400000,0,-400000,-100,2014
3/31/2015,Viskningar och rop,400000,0,-400000,-100,2015
9/5/2016,Intolerance,385907,0,-385907,-100,2016
9/1/2010,My Dog Tulip,350000,246574,-103426,-29.55028571,2010
10/20/2015,Rotor DR1,350000,0,-350000,-100,2015
6/25/2010,Kynodontas,323000,110248,-212752,-65.86749226,2010
3/11/2011,3 Backyards,300000,39475,-260525,-86.84166667,2011
10/31/2014,All You Need Is Love,300000,0,-300000,-100,2014
12/8/2015,Amidst the Devil's Wings,300000,0,-300000,-100,2015
12/31/2010,Anderson's Cross,300000,0,-300000,-100,2010
3/28/2014,Locker 13,300000,3496,-296504,-98.83466667,2014
8/7/2013,Midnight Cabaret,300000,0,-300000,-100,2013
11/9/2012,Nothing But a Man,300000,17241,-282759,-94.253,2012
7/3/2012,Some Guy Who Kills People,300000,0,-300000,-100,2012
3/10/2015,Teeth and Blood,300000,0,-300000,-100,2015
10/23/2015,The Looking Glass,300000,1711,-298289,-99.42966667,2015
12/31/2015,Walking to Paris,300000,0,-300000,-100,2015
12/31/2010,Death Calls,290000,0,-290000,-100,2010
8/17/2012,Compliance,270000,319285,49285,18.2537037,2012
1/1/2015,11-Apr,250000,0,-250000,-100,2015
3/24/2015,Along the Roadside,250000,0,-250000,-100,2015
12/31/2010,Butterfly,250000,0,-250000,-100,2010
2/24/2015,Give Me Shelter,250000,0,-250000,-100,2015
12/31/2014,Horse Camp,250000,0,-250000,-100,2014
4/11/2014,Jesus People,250000,0,-250000,-100,2014
10/28/2011,Like Crazy,250000,3395391,3145391,1258.1564,2011
8/15/2014,Nightlights,250000,21147,-228853,-91.5412,2014
12/31/2011,Rock the House,250000,0,-250000,-100,2011
10/5/2010,Rust,250000,0,-250000,-100,2010
12/31/2015,Shooting the Warwicks,250000,0,-250000,-100,2015
4/28/2017,Sleight,250000,3930990,3680990,1472.396,2017
6/6/2014,Test,250000,18823,-231177,-92.4708,2014
8/2/2013,The Canyons,250000,59671,-190329,-76.1316,2013
12/31/2010,The Christmas Bunny,250000,0,-250000,-100,2010
12/18/2012,The Frozen,250000,0,-250000,-100,2012
8/18/2015,The Love Letter,250000,0,-250000,-100,2015
2/3/2015,UnDivided,250000,0,-250000,-100,2015
10/9/2015,Western Religion,250000,0,-250000,-100,2015
7/20/2012,Burn,225000,1109276,884276,393.0115556,2012
12/24/2016,"20,000 Leagues Under the Sea",200000,8000000,7800000,3900,2016
9/12/2014,Archaeology of a Woman,200000,0,-200000,-100,2014
12/31/2014,H.,200000,0,-200000,-100,2014
10/12/2012,Middle of Nowhere,200000,236806,36806,18.403,2012
11/10/2015,Perfect Cowboy,200000,0,-200000,-100,2015
8/26/2014,Sanctuary; Quite a Conundrum,200000,0,-200000,-100,2014
2/25/2011,The Grace Card,200000,2430735,2230735,1115.3675,2011
6/19/2015,The Overnight,200000,1109808,909808,454.904,2015
3/14/2014,The Word,200000,3648,-196352,-98.176,2014
9/29/2015,Theresa Is a Mother,200000,0,-200000,-100,2015
9/23/2011,Weekend,190000,484592,294592,155.0484211,2011
6/16/2017,Arrowhead,180000,0,-180000,-100,2017
2/27/2015,Butterfly Girl,180000,17503,-162497,-90.27611111,2015
7/22/2011,Another Earth,175000,1321194,1146194,654.968,2011
9/4/2015,Heroes of Dirt,175000,0,-175000,-100,2015
8/23/2013,Sparrows Dance,175000,2602,-172398,-98.51314286,2013
6/3/2016,The Fits,170000,166425,-3575,-2.102941176,2016
12/31/2015,Lumea e a mea,168000,0,-168000,-100,2015
4/17/2015,Antarctic Edge: 70Âº South,150000,7193,-142807,-95.20466667,2015
5/3/2013,Aroused,150000,0,-150000,-100,2013
12/31/2015,Escaping the Holocost,150000,0,-150000,-100,2015
12/31/2013,Speak No Evil,150000,0,-150000,-100,2013
8/21/2015,Top Spin,150000,5858,-144142,-96.09466667,2015
4/27/2012,Sound of My Voice,135000,408015,273015,202.2333333,2012
7/18/2014,An American in Hollywood,125000,0,-125000,-100,2014
12/31/2015,Romantic Schemer,125000,0,-125000,-100,2015
8/11/2015,The Brain That Sings,125000,0,-125000,-100,2015
5/24/2016,Une Femme MariÃ©e,120000,0,-120000,-100,2016
6/15/2012,Your Sister's Sister,120000,1597486,1477486,1231.238333,2012
2/8/2015,The Birth of a Nation,110000,10000000,9890000,8990.909091,2015
7/7/2017,A Ghost Story,100000,1594798,1494798,1494.798,2017
3/21/2014,Cheap Thrills,100000,59424,-40576,-40.576,2014
3/17/2015,Closure,100000,0,-100000,-100,2015
12/31/2014,"Dude, Where's My Dog",100000,0,-100000,-100,2014
6/10/2014,Echo Dr.,100000,0,-100000,-100,2014
5/18/2012,Indie Game: The Movie,100000,0,-100000,-100,2012
12/31/2015,Lunchtime Heroes,100000,0,-100000,-100,2015
3/25/2015,Open Secret,100000,0,-100000,-100,2015
7/10/2015,The Gallows,100000,22764410,22664410,22664.41,2015
11/10/2015,The Night Visitor,100000,0,-100000,-100,2015
6/19/2014,The Past is a Grotesque Animal,100000,20056,-79944,-79.944,2014
7/7/2015,Tiger Orange,100000,0,-100000,-100,2015
7/17/2015,Dawn of the Crescent Moon,75000,8799,-66201,-88.268,2015
9/29/2015,Queen Crab,75000,0,-75000,-100,2015
12/31/2011,Absentia,70000,0,-70000,-100,2011
7/25/2014,Happy Christmas,70000,30312,-39688,-56.69714286,2014
12/31/2012,Hayride,60000,0,-60000,-100,2012
1/25/2013,Supporting Characters,60000,4917,-55083,-91.805,2013
3/16/2012,The FP,60000,0,-60000,-100,2012
10/4/2013,The Dirties,55000,0,-55000,-100,2013
8/4/2015,Bending Steel,50000,0,-50000,-100,2015
7/31/2015,Counting,50000,8374,-41626,-83.252,2015
2/14/2014,Down and Dangerous,50000,0,-50000,-100,2014
9/1/2015,"Run, Hide, Die",50000,0,-50000,-100,2015
12/31/2014,The Image Revolution,50000,0,-50000,-100,2014
11/12/2010,Tiny Furniture,50000,391674,341674,683.348,2010
10/25/2013,A True Story,45000,0,-45000,-100,2013
6/21/2013,This Is Martin Bonner,42000,0,-42000,-100,2013
3/31/2012,Foreign Letters,40000,0,-40000,-100,2012
2/11/2011,Raymond Did It,40000,3632,-36368,-90.92,2011
3/12/2010,The Exploding Girl,40000,25572,-14428,-36.07,2010
12/31/2014,Happy 40th,35000,0,-35000,-100,2014
10/25/2013,Her Cry: La Llorona Investigation,35000,0,-35000,-100,2013
10/15/2010,Down Terrace,30000,9812,-20188,-67.29333333,2010
3/18/2016,Krisha,30000,144822,114822,382.74,2016
12/31/2013,Paraphobia,30000,0,-30000,-100,2013
1/27/2017,Emily,27000,3547,-23453,-86.86296296,2017
12/1/2015,Dutch Kills,25000,0,-25000,-100,2015
9/1/2015,Exeter,25000,0,-25000,-100,2015
4/21/2015,Ten,25000,0,-25000,-100,2015
12/31/2014,Dry Spell,22000,0,-22000,-100,2014
1/4/2013,All Superheroes Must Die,20000,0,-20000,-100,2013
4/21/2015,The Front Man,20000,0,-20000,-100,2015
11/25/2011,The Ridges,17300,0,-17300,-100,2011
4/2/2010,Breaking Upwards,15000,115592,100592,670.6133333,2010
12/31/2014,Stories of Our Lives,15000,0,-15000,-100,2014
5/19/2015,Family Motocross,10000,0,-10000,-100,2015
1/13/2012,Newlyweds,9000,4584,-4416,-49.06666667,2012
12/31/2018,Red 11,7000,0,-7000,-100,2018
9/29/2015,A Plague So Pleasant,1400,0,-1400,-100,2015
