release_date,movie,production_budget,domestic_gross,domestic_profit,domestic_ROI,Year
5/20/2011,Pirates of the Caribbean: On Stranger Tides,410600000,241063875,-169536125,-41.28985022,2011
6/7/2019,Dark Phoenix,350000000,42762350,-307237650,-87.78218571,2019
5/1/2015,Avengers: Age of Ultron,330600000,459005868,128405868,38.84025045,2015
12/15/2017,Star Wars Ep. VIII: The Last Jedi,317000000,620181382,303181382,95.64081451,2017
12/18/2015,Star Wars Ep. VII: The Force Awakens,306000000,936662225,630662225,206.0987663,2015
4/27/2018,Avengers: Infinity War,300000000,678815482,378815482,126.2718273,2018
11/17/2017,Justice League,300000000,229024295,-70975705,-23.65856833,2017
11/6/2015,Spectre,300000000,200074175,-99925825,-33.30860833,2015
3/9/2012,John Carter,275000000,73058679,-201941321,-73.43320764,2012
5/25/2018,Solo: A Star Wars Story,275000000,213767512,-61232488,-22.26635927,2018
7/20/2012,The Dark Knight Rises,275000000,448139099,173139099,62.95967236,2012
7/2/2013,The Lone Ranger,275000000,89302115,-185697885,-67.52650364,2013
11/24/2010,Tangled,260000000,200821936,-59178064,-22.76079385,2010
3/25/2016,Batman v Superman: Dawn of Justice,250000000,330360194,80360194,32.1440776,2016
5/6/2016,Captain America: Civil War,250000000,408084349,158084349,63.2337396,2016
4/14/2017,The Fate of the Furious,250000000,225764765,-24235235,-9.694094,2017
12/14/2012,The Hobbit: An Unexpected Journey,250000000,303003568,53003568,21.2014272,2012
12/17/2014,The Hobbit: The Battle of the Five Armies,250000000,255119788,5119788,2.0479152,2014
12/13/2013,The Hobbit: The Desolation of Smaug,250000000,258366855,8366855,3.346742,2013
5/26/2017,Pirates of the Caribbean: Dead Men Tell No Tales,230000000,172558876,-57441124,-24.97440174,2017
6/14/2013,Man of Steel,225000000,291045518,66045518,29.35356356,2013
5/4/2012,The Avengers,225000000,623279547,398279547,177.013132,2012
5/18/2012,Battleship,220000000,65233400,-154766600,-70.34845455,2012
7/3/2012,The Amazing Spider-Man,220000000,262030663,42030663,19.10484682,2012
6/21/2017,Transformers: The Last Knight,217000000,130168683,-86831317,-40.0144318,2017
6/12/2015,Jurassic World,215000000,652270625,437270625,203.381686,2015
5/25/2012,Men in Black 3,215000000,179020854,-35979146,-16.73448651,2012
5/14/2010,Robin Hood,210000000,105487148,-104512852,-49.76802476,2010
6/27/2014,Transformers: Age of Extinction,210000000,245439076,35439076,16.87575048,2014
3/5/2010,Alice in Wonderland,200000000,334191110,134191110,67.095555,2010
2/16/2018,Black Panther,200000000,700059566,500059566,250.029783,2018
6/24/2011,Cars 2,200000000,191450875,-8549125,-4.2745625,2011
11/16/2018,Fantastic Beasts: The Crimes of Grindelwald,200000000,159555901,-40444099,-20.2220495,2018
6/17/2016,Finding Dory,200000000,486295561,286295561,143.1477805,2016
6/17/2011,Green Lantern,200000000,116601172,-83398828,-41.699414,2011
5/5/2017,Guardians of the Galaxy Vol 2,200000000,389813101,189813101,94.9065505,2017
6/15/2018,Incredibles 2,200000000,608581744,408581744,204.290872,2018
5/3/2013,Iron Man 3,200000000,408992272,208992272,104.496136,2013
6/21/2013,Monsters University,200000000,268488329,68488329,34.2441645,2013
3/8/2013,Oz the Great and Powerful,200000000,234770996,34770996,17.385498,2013
5/28/2010,Prince of Persia: Sands of Time,200000000,90759676,-109240324,-54.620162,2010
12/16/2016,Rogue One: A Star Wars Story,200000000,532177324,332177324,166.088662,2016
11/8/2012,Skyfall,200000000,304360277,104360277,52.1801385,2012
5/2/2014,The Amazing Spider-Man 2,200000000,202853933,2853933,1.4269665,2014
6/18/2010,Toy Story 3,200000000,415004880,215004880,107.50244,2010
12/17/2010,Tron: Legacy,200000000,172062763,-27937237,-13.9686185,2010
5/23/2014,X-Men: Days of Future Past,200000000,233921534,33921534,16.960767,2014
3/1/2013,Jack the Giant Slayer,195000000,65187603,-129812397,-66.57046,2013
6/9/2017,The Mummy,195000000,80101125,-114898875,-58.9225,2017
6/29/2011,Transformers: Dark of the Moon,195000000,352390543,157390543,80.71309897,2011
4/3/2015,Furious 7,190000000,353007020,163007020,85.79316842,2015
7/12/2013,Pacific Rim,190000000,101802906,-88197094,-46.41952316,2013
5/16/2013,Star Trek Into Darkness,190000000,228778661,38778661,20.40982158,2013
5/10/2013,The Great Gatsby,190000000,144840419,-45159581,-23.76820053,2013
6/21/2013,World War Z,190000000,202359711,12359711,6.505111053,2013
11/25/2015,The Good Dinosaur,187500000,123087120,-64412880,-34.353536,2015
10/6/2017,Blade Runner 2049,185000000,92054159,-92945841,-50.24099514,2017
6/22/2012,Brave,185000000,237282182,52282182,28.26063892,2012
3/10/2017,Kong: Skull Island,185000000,168052812,-16947188,-9.160642162,2017
7/22/2016,Star Trek Beyond,185000000,158848340,-26151660,-14.13603243,2016
5/24/2019,Aladdin,182000000,246734314,64734314,35.5683044,2019
11/18/2016,Fantastic Beasts and Where to Find Them,180000000,234037575,54037575,30.020875,2016
11/23/2011,Hugo,180000000,73864507,-106135493,-58.96416278,2011
5/30/2014,Maleficent,180000000,241407328,61407328,34.11518222,2014
7/1/2016,The Legend of Tarzan,180000000,126643061,-53356939,-29.64274389,2016
11/3/2017,Thor: Ragnarok,180000000,315058289,135058289,75.03238278,2017
7/21/2017,Valerian and the City of a Thousand Planets,180000000,40479370,-139520630,-77.51146111,2017
2/6/2015,Jupiter Ascending,179000000,47482519,-131517481,-73.47345307,2015
6/6/2014,Edge of Tomorrow,178000000,100206256,-77793744,-43.70435056,2014
7/27/2018,Mission: ImpossibleâFallout,178000000,220159104,42159104,23.68488989,2018
8/10/2018,The Meg,178000000,145443742,-32556258,-18.29003258,2018
5/27/2016,X-Men: Apocalypse,178000000,155442489,-22557511,-12.67275899,2016
12/25/2013,47 Ronin,175000000,38362475,-136637525,-78.07858571,2013
3/8/2019,Captain Marvel,175000000,426525952,251525952,143.7291154,2019
6/16/2017,Cars 3,175000000,152901115,-22098885,-12.62793429,2017
11/22/2017,Coco,175000000,209726015,34726015,19.84343714,2017
6/19/2015,Inside Out,175000000,356461711,181461711,103.6924063,2015
5/12/2017,King Arthur: Legend of the Sword,175000000,39175066,-135824934,-77.614248,2017
11/21/2018,Ralph Breaks The Internet,175000000,201091711,26091711,14.90954914,2018
7/7/2017,Spider-Man: Homecoming,175000000,334201140,159201140,90.97208,2017
8/5/2016,Suicide Squad,175000000,325100054,150100054,85.77145943,2016
4/15/2016,The Jungle Book,175000000,364001123,189001123,108.0006417,2016
5/27/2016,Alice Through the Looking Glass,170000000,77042381,-92957619,-54.68095235,2016
2/14/2019,Alita: Battle Angel,170000000,85710210,-84289790,-49.58222941,2019
4/4/2014,Captain America: The Winter Soldier,170000000,259746958,89746958,52.79232824,2014
7/11/2014,Dawn of the Planet of the Apes,170000000,208545589,38545589,22.67387588,2014
3/29/2019,Dumbo,170000000,113883318,-56116682,-33.00981294,2019
5/31/2019,Godzilla: King of the Monsters,170000000,85576941,-84423059,-49.66062294,2019
8/1/2014,Guardians of the Galaxy,170000000,333172112,163172112,95.98359529,2014
5/7/2010,Iron Man 2,170000000,312433331,142433331,83.78431235,2010
6/22/2018,Jurassic World: Fallen Kingdom,170000000,417719760,247719760,145.7175059,2018
6/1/2012,Snow White and the Huntsman,170000000,155136755,-14863245,-8.743085294,2012
5/22/2015,Tomorrowland,170000000,93436322,-76563678,-45.03745765,2015
11/7/2014,Big Hero 6,165000000,222527828,57527828,34.8653503,2014
11/4/2016,Doctor Strange,165000000,232641920,67641920,40.99510303,2016
3/26/2010,How to Train Your Dragon,165000000,217581232,52581232,31.86741333,2010
6/24/2016,Independence Day: Resurgence,165000000,103144286,-61855714,-37.48831152,2016
11/5/2014,Interstellar,165000000,188017894,23017894,13.95023879,2014
5/21/2010,Shrek Forever After,165000000,238736787,73736787,44.68896182,2010
11/2/2012,Wreck-It Ralph,165000000,189412677,24412677,14.79556182,2012
7/29/2011,Cowboys and Aliens,163000000,100368560,-62631440,-38.42419632,2011
12/21/2018,Aquaman,160000000,335061807,175061807,109.4136294,2018
3/17/2017,Beauty and the Beast,160000000,504014165,344014165,215.0088531,2017
5/24/2013,Fast and Furious 6,160000000,238679850,78679850,49.17490625,2013
5/16/2014,Godzilla,160000000,200676069,40676069,25.42254313,2014
7/16/2010,Inception,160000000,292576195,132576195,82.86012188,2010
11/20/2015,The Hunger Games: Mockingjay - Part 2,160000000,281723902,121723902,76.07743875,2015
7/14/2010,The Sorcerer's Apprentice,160000000,63150991,-96849009,-60.53063063,2010
6/10/2016,Warcraft,160000000,47225655,-112774345,-70.48396563,2016
6/3/2011,X-Men: First Class,160000000,146408305,-13591695,-8.494809375,2011
9/30/2016,Deepwater Horizon,156000000,61433527,-94566473,-60.61953397,2016
3/23/2018,Pacific Rim: Uprising,155000000,59874525,-95125475,-61.37127419,2018
7/1/2015,Terminator: Genisys,155000000,89760956,-65239044,-42.08970581,2015
12/10/2010,The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000,104386950,-50613050,-32.65358065,2010
7/14/2017,War for the Planet of the Apes,152000000,146880162,-5119838,-3.368314474,2017
5/11/2012,Dark Shadows,150000000,79727149,-70272851,-46.84856733,2012
7/21/2017,Dunkirk,150000000,190068280,40068280,26.71218667,2017
11/22/2013,Frozen,150000000,400738009,250738009,167.1586727,2013
5/26/2011,Kung Fu Panda 2,150000000,165249063,15249063,10.166042,2011
5/15/2015,Mad Max: Fury Road,150000000,153636354,3636354,2.424236,2015
3/11/2011,Mars Needs Moms,150000000,21392758,-128607242,-85.73816133,2011
7/31/2015,Mission: ImpossibleâRogue Nation,150000000,195042377,45042377,30.02825133,2015
11/23/2016,Moana,150000000,248757044,98757044,65.83802933,2016
10/9/2015,Pan,150000000,35088320,-114911680,-76.60778667,2015
5/10/2019,PokÃ©mon: Detective Pikachu,150000000,139507806,-10492194,-6.994796,2019
3/29/2018,Ready Player One,150000000,137690172,-12309828,-8.206552,2018
2/17/2017,The Great Wall,150000000,45157105,-104842895,-69.89526333,2017
7/1/2010,The Last Airbender,150000000,131772187,-18227813,-12.15187533,2010
2/12/2010,The Wolfman,150000000,62189884,-87810116,-58.54007733,2010
5/6/2011,Thor,150000000,181030624,31030624,20.68708267,2011
11/8/2013,Thor: The Dark World,150000000,206362140,56362140,37.57476,2013
6/28/2013,White House Down,150000000,73103784,-76896216,-51.264144,2013
6/2/2017,Wonder Woman,150000000,412563408,262563408,175.042272,2017
3/30/2012,Wrath of the Titans,150000000,83670083,-66329917,-44.21994467,2012
3/4/2016,Zootopia,150000000,341268248,191268248,127.5121653,2016
6/13/2014,How to Train Your Dragon 2,145000000,177002924,32002924,22.07098207,2014
6/8/2012,Madagascar 3: Europe's Most Wanted,145000000,216391482,71391482,49.23550483,2012
12/16/2011,Mission: ImpossibleâGhost Protocol,145000000,209397903,64397903,44.4123469,2011
3/7/2014,Mr. Peabody & Sherman,145000000,111506430,-33493570,-23.09901379,2014
11/21/2012,Rise of the Guardians,145000000,103412758,-41587242,-28.68085655,2012
7/15/2016,Ghostbusters,144000000,128350574,-15649426,-10.86765694,2016
7/22/2011,Captain America: The First Avenger,140000000,176654505,36654505,26.18178929,2011
12/12/2014,Exodus: Gods and Kings,140000000,65014513,-74985487,-53.56106214,2014
3/27/2013,G.I. Joe: Retaliation,140000000,122523060,-17476940,-12.48352857,2013
2/26/2016,Gods of Egypt,140000000,31153464,-108846536,-77.74752571,2016
1/29/2016,Kung Fu Panda 3,140000000,143528619,3528619,2.520442143,2016
7/1/2016,The BFG,140000000,55483770,-84516230,-60.36873571,2016
11/16/2012,"The Twilight Saga: Breaking Dawn, Part 2",136200000,292324737,156124737,114.6290286,2012
11/18/2011,Happy Feet Two,135000000,64006466,-70993534,-52.58780296,2011
3/4/2011,Rango,135000000,123477607,-11522393,-8.535105926,2011
6/3/2016,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,82051601,-52948399,-39.2210363,2016
3/22/2013,The Croods,135000000,187168425,52168425,38.64327778,2013
12/25/2015,The Revenant,135000000,183637894,48637894,36.02806963,2015
7/17/2013,Turbo,135000000,83028130,-51971870,-38.49768148,2013
11/2/2018,The Nutcracker and the Four Realms,132900000,54858851,-78041149,-58.7217073,2018
11/26/2014,Penguins of Madagascar,132000000,83350911,-48649089,-36.85537045,2014
5/31/2013,After Earth,130000000,60522097,-69477903,-53.44454077,2013
7/17/2015,Ant-Man,130000000,180202163,50202163,38.61704846,2015
7/6/2018,Ant-Man and the Wasp,130000000,216648740,86648740,66.65287692,2018
3/27/2015,Home,130000000,177397510,47397510,36.45962308,2015
12/19/2018,Mary Poppins Returns,130000000,171958438,41958438,32.27572154,2018
11/5/2010,Megamind,130000000,148415853,18415853,14.16604077,2010
3/28/2014,Noah,130000000,101200044,-28799956,-22.15381231,2014
10/28/2011,Puss in Boots,130000000,149260504,19260504,14.81577231,2011
7/19/2013,R.I.P.D.,130000000,33618855,-96381145,-74.13934231,2013
4/11/2014,Rio 2,130000000,131538435,1538435,1.183411538,2014
7/23/2010,Salt,130000000,118311368,-11688632,-8.991255385,2010
12/21/2011,The Adventures of Tintin,130000000,77591831,-52408169,-40.31397615,2011
11/22/2013,The Hunger Games: Catching Fire,130000000,424668047,294668047,226.6677285,2013
2/22/2019,How to Train Your Dragon: The Hidden World,129000000,160791800,31791800,24.6448062,2019
11/18/2011,"The Twilight Saga: Breaking Dawn, Part 1",127500000,281287133,153787133,120.6173592,2011
3/3/2017,Logan,127000000,226277068,99277068,78.17091969,2017
12/19/2014,Night at the Museum: Secret of the Tomb,127000000,113746621,-13253379,-10.4357315,2014
12/21/2016,Assassinâs Creed,125000000,54647948,-70352052,-56.2816416,2016
4/1/2010,Clash of the Titans,125000000,163214888,38214888,30.5719104,2010
4/29/2011,Fast Five,125000000,210031325,85031325,68.02506,2011
11/19/2010,Harry Potter and the Deathly Hallows: Part I,125000000,296131568,171131568,136.9052544,2010
7/15/2011,Harry Potter and the Deathly Hallows: Part II,125000000,381193157,256193157,204.9545256,2011
1/13/2017,Monster Trucks,125000000,33370166,-91629834,-73.3038672,2017
6/8/2012,Prometheus,125000000,126477084,1477084,1.1816672,2012
12/16/2011,Sherlock Holmes: A Game of Shadows,125000000,186848418,61848418,49.4787344,2011
7/13/2018,Skyscraper,125000000,68420120,-56579880,-45.263904,2018
8/8/2014,Teenage Mutant Ninja Turtles,125000000,191204754,66204754,52.9638032,2014
3/31/2017,The Boss Baby,125000000,175003033,50003033,40.0024264,2017
8/10/2012,The Bourne Legacy,125000000,113203870,-11796130,-9.436904,2012
11/21/2014,The Hunger Games: Mockingjay - Part 1,125000000,337135885,212135885,169.708708,2014
8/3/2012,Total Recall,125000000,58877969,-66122031,-52.8976248,2012
11/4/2016,Trolls,125000000,153707064,28707064,22.9656512,2016
8/9/2013,Elysium,120000000,93050117,-26949883,-22.45823583,2013
8/7/2015,Fantastic Four,120000000,56117548,-63882452,-53.23537667,2015
12/17/2010,How Do You Know?,120000000,30212620,-89787380,-74.82281667,2010
7/29/2016,Jason Bourne,120000000,162192920,42192920,35.16076667,2016
11/21/2012,Life of Pi,120000000,124987022,4987022,4.155851667,2012
4/19/2013,Oblivion,120000000,89107235,-30892765,-25.74397083,2013
3/24/2017,Power Rangers,120000000,85364450,-34635550,-28.86295833,2017
4/13/2018,Rampage,120000000,101028233,-18971767,-15.80980583,2018
2/12/2014,RoboCop,120000000,58607007,-61392993,-51.1608275,2014
6/23/2010,Knight and Day,117000000,76423035,-40576965,-34.68116667,2010
10/5/2018,Venom,116000000,213511408,97511408,84.06155862,2018
4/22/2016,The Huntsman: Winterâs War,115000000,48003015,-66996985,-58.25824783,2016
7/26/2013,The Wolverine,115000000,132556852,17556852,15.26682783,2013
12/25/2010,Gulliver's Travels,112000000,42779261,-69220739,-61.80423125,2010
12/15/2017,Ferdinand,111000000,84410380,-26589620,-23.95461261,2017
3/7/2014,300: Rise of an Empire,110000000,106580051,-3419949,-3.109044545,2014
5/18/2018,Deadpool 2,110000000,324591735,214591735,195.0833955,2018
11/1/2013,Ender's Game,110000000,61737191,-48262809,-43.87528091,2013
3/31/2017,Ghost in the Shell,110000000,40563557,-69436443,-63.12403909,2017
10/4/2013,Gravity,110000000,274092705,164092705,149.1751864,2013
6/14/2019,Men in Black: International,110000000,3100000,-106900000,-97.18181818,2019
9/30/2016,Miss Peregrineâs Home for Peculiar Children,110000000,87242834,-22757166,-20.68833273,2016
12/21/2016,Passengers,110000000,100014699,-9985301,-9.077546364,2016
10/7/2011,Real Steel,110000000,85463309,-24536691,-22.30608273,2011
5/29/2015,San Andreas,110000000,155190832,45190832,41.08257455,2015
6/11/2010,The A-Team,110000000,77222099,-32777901,-29.79809182,2010
3/18/2016,The Divergent Series: Allegiant,110000000,66184051,-43815949,-39.83268091,2016
3/20/2015,The Divergent Series: Insurgent,110000000,130179072,20179072,18.34461091,2015
1/14/2011,The Green Hornet,110000000,98780042,-11219958,-10.19996182,2011
7/29/2011,The Smurfs,110000000,142614158,32614158,29.64923455,2011
7/31/2013,The Smurfs 2,110000000,71017784,-38982216,-35.43837818,2013
10/2/2015,The Martian,108000000,228433663,120433663,111.5126509,2015
11/23/2016,Allied,106000000,40098064,-65901936,-62.17163774,2016
7/22/2016,Ice Age: Collision Course,105000000,64063008,-40936992,-38.98761143,2016
9/22/2017,Kingsman: The Golden Circle,104000000,100234838,-3765162,-3.620348077,2017
3/9/2018,A Wrinkle in Time,103000000,100478608,-2521392,-2.447953398,2018
5/23/2013,The Hangover 3,103000000,112200072,9200072,8.932108738,2013
12/21/2018,Bumblebee,102000000,127195589,25195589,24.70155784,2018
10/26/2012,Cloud Atlas,102000000,27108272,-74891728,-73.42326275,2012
12/25/2012,Django Unchained,100000000,162805434,62805434,62.805434,2012
5/24/2013,Epic,100000000,107518682,7518682,7.518682,2013
10/20/2017,Geostorm,100000000,33700160,-66299840,-66.29984,2017
3/12/2010,Green Zone,100000000,35497337,-64502663,-64.502663,2010
7/25/2014,Hercules,100000000,72688614,-27311386,-27.311386,2014
12/11/2015,In the Heart of the Sea,100000000,25020758,-74979242,-74.979242,2015
1/20/2012,Jin lÃ­ng shÃ­ san chai,100000000,311434,-99688566,-99.688566,2012
9/24/2010,Legend of the Guardians: The Owls of Ga'Hoole,100000000,55675313,-44324687,-44.324687,2010
12/22/2010,Little Fockers,100000000,148438600,48438600,48.4386,2010
12/14/2018,Mortal Engines,100000000,15951040,-84048960,-84.04896,2018
12/25/2015,Point Break,100000000,28782481,-71217519,-71.217519,2015
8/17/2012,The Expendables 2,100000000,85028192,-14971808,-14.971808,2012
8/15/2014,The Expendables 3,100000000,39322544,-60677456,-60.677456,2014
8/6/2010,The Other Guys,100000000,119219978,19219978,19.219978,2010
12/10/2010,The Tourist,100000000,67631157,-32368843,-32.368843,2010
12/25/2013,The Wolf of Wall Street,100000000,116900694,16900694,16.900694,2013
4/18/2014,Transcendence,100000000,23022309,-76977691,-76.977691,2014
3/15/2019,Wonder Park,100000000,45216793,-54783207,-54.783207,2019
11/21/2018,Robin Hood,99000000,30824628,-68175372,-68.86401212,2018
2/8/2019,The LEGO Movie 2: The Second Part,99000000,105806508,6806508,6.875260606,2019
11/6/2015,The Peanuts Movie,99000000,130178411,31178411,31.49334444,2015
5/19/2017,Alien: Covenant,97000000,74262031,-22737969,-23.44120515,2017
8/19/2016,Ben-Hur,95000000,26410477,-68589523,-72.19949789,2016
3/13/2015,Cinderella,95000000,201151353,106151353,111.7382663,2015
7/13/2012,Ice Age: Continental Drift,95000000,161321843,66321843,69.81246632,2012
2/12/2010,Percy Jackson & the Olympians: The Lightning Thief,95000000,88768303,-6231697,-6.559681053,2010
2/6/2015,Seventh Son,95000000,17725785,-77274215,-81.34127895,2015
5/27/2010,Sex and the City 2,95000000,95347692,347692,0.365991579,2010
8/10/2012,The Campaign,95000000,86907746,-8092254,-8.518162105,2012
11/12/2010,Unstoppable,95000000,81562942,-13437058,-14.14427158,2010
2/13/2015,Kingsman: The Secret Service,94000000,128261724,34261724,36.44864255,2015
8/5/2011,Rise of the Planet of the Apes,93000000,176760185,83760185,90.06471505,2011
2/14/2013,A Good Day to Die Hard,92000000,67349198,-24650802,-26.79435,2013
12/25/2013,The Secret Life of Walter Mitty,91000000,58236838,-32763162,-36.00347473,2013
12/18/2015,Alvin and the Chipmunks: The Road Chip,90000000,85886987,-4113013,-4.570014444,2015
12/31/2019,Army of the Dead,90000000,0,-90000000,-100,2019
12/13/2017,Bright,90000000,0,-90000000,-100,2017
8/19/2011,Conan the Barbarian,90000000,21295021,-68704979,-76.33886556,2011
12/20/2017,Jumanji: Welcome to the Jungle,90000000,404508916,314508916,349.4543511,2017
6/10/2016,Now You See Me 2,90000000,65075540,-24924460,-27.69384444,2016
8/7/2013,Percy Jackson: Sea of Monsters,90000000,68559554,-21440446,-23.82271778,2013
7/24/2015,Pixels,90000000,78765986,-11234014,-12.48223778,2015
4/15/2011,Rio,90000000,143619809,53619809,59.57756556,2011
12/14/2018,Spider-Man: Into The Spider-Verse 3D,90000000,190173195,100173195,111.30355,2018
12/20/2011,The Girl with the Dragon Tattoo,90000000,102515793,12515793,13.90643667,2011
9/23/2016,The Magnificent Seven,90000000,93432655,3432655,3.814061111,2016
11/24/2010,The Nutcracker in 3D,90000000,195459,-89804541,-99.78282333,2010
4/21/2017,The Promise,90000000,8224288,-81775712,-90.86190222,2017
10/21/2011,The Three Musketeers,90000000,20377913,-69622087,-77.35787444,2011
3/16/2018,Tomb Raider,90000000,58250803,-31749197,-35.27688556,2018
9/14/2018,The Predator,88000000,51024708,-36975292,-42.01737727,2018
11/23/2011,Arthur Christmas,85000000,46462469,-38537531,-45.33827176,2011
7/30/2010,Cats & Dogs: The Revenge of Kitty Galore,85000000,43585753,-41414247,-48.72264353,2010
3/21/2014,Divergent,85000000,150947895,65947895,77.58575882,2014
9/28/2012,Hotel Transylvania,85000000,148313048,63313048,74.48593882,2012
3/30/2012,Mirror Mirror,85000000,64935167,-20064833,-23.60568588,2012
2/10/2012,Safe House,85000000,126181630,41181630,48.44897647,2012
8/13/2010,Scott Pilgrim vs. The World,85000000,31611316,-53388684,-62.81021647,2010
4/5/2019,Shazam!,85000000,139606856,54606856,64.24336,2019
11/4/2011,Tower Heist,85000000,78046570,-6953430,-8.180505882,2011
1/20/2017,xXx: Return of Xander Cage,85000000,44898413,-40101587,-47.17833765,2017
7/19/2013,RED 2,84000000,53262560,-30737440,-36.59219048,2013
12/20/2017,The Greatest Showman,84000000,174340174,90340174,107.5478262,2017
8/13/2010,The Expendables,82000000,103068524,21068524,25.69332195,2010
12/16/2011,Alvin and the Chipmunks: Chipwrecked,80000000,133107389,53107389,66.38423625,2011
10/17/2014,Fury,80000000,85817906,5817906,7.2723825,2014
7/12/2013,Grown Ups 2,80000000,133668525,53668525,67.08565625,2013
9/25/2015,Hotel Transylvania 2,80000000,169700110,89700110,112.1251375,2015
2/11/2011,Just Go With It,80000000,103028109,23028109,28.78513625,2011
4/22/2010,Oceans,80000000,19422319,-60577681,-75.72210125,2010
2/21/2014,Pompeii,80000000,23169033,-56830967,-71.03870875,2014
2/19/2010,Shutter Island,80000000,128012934,48012934,60.0161675,2010
9/28/2018,Smallfoot,80000000,83240103,3240103,4.05012875,2018
1/15/2010,The Book of Eli,80000000,94835059,14835059,18.54382375,2010
5/26/2011,The Hangover Part II,80000000,254464305,174464305,218.0803813,2011
3/23/2012,The Hunger Games,80000000,408010692,328010692,410.013365,2012
10/23/2015,The Last Witch Hunter,80000000,27367660,-52632340,-65.790425,2015
2/10/2017,The Lego Batman Movie,80000000,175750384,95750384,119.68798,2017
6/7/2019,The Secret Life of Pets 2,80000000,63795655,-16204345,-20.25543125,2019
12/20/2013,Walking with Dinosaurs,80000000,36076121,-43923879,-54.90484875,2013
12/17/2010,Yogi Bear,80000000,100246011,20246011,25.30751375,2010
7/8/2011,Zookeeper,80000000,80360866,360866,0.4510825,2011
11/11/2011,Jack and Jill,79000000,74158157,-4841843,-6.12891519,2011
2/10/2012,Journey 2: The Mysterious Island,79000000,103860290,24860290,31.46872152,2012
9/27/2013,Cloudy with a Chance of Meatballs 2,78000000,119793567,41793567,53.58149615,2013
12/31/2012,AstÃ©rix et ObÃ©lix: Au service de Sa MajestÃ©,77600000,0,-77600000,-100,2012
1/22/2019,Renegades,77500000,0,-77500000,-100,2019
2/12/2016,The Little Prince,77500000,1311213,-76188787,-98.30811226,2016
7/20/2018,The Equalizer 2,77000000,102084362,25084362,32.57709351,2018
7/3/2013,Despicable Me 2,76000000,368065385,292065385,384.2965592,2013
12/31/2019,355,75000000,0,-75000000,-100,2019
8/3/2018,Christopher Robin,75000000,99215042,24215042,32.28672267,2018
6/30/2017,Despicable Me 3,75000000,264624300,189624300,252.8324,2017
11/9/2018,Dr. Seussâ The Grinch,75000000,270620950,195620950,260.8279333,2018
6/25/2010,Grown Ups,75000000,162001186,87001186,116.0015813,2010
11/11/2011,Immortals,75000000,83504017,8504017,11.33868933,2011
10/28/2016,Inferno,75000000,34343574,-40656426,-54.208568,2016
6/4/2010,Killers,75000000,47059963,-27940037,-37.25338267,2010
5/31/2013,Now You See Me,75000000,117723989,42723989,56.96531867,2013
8/30/2019,PLAYMOBIL,75000000,0,-75000000,-100,2019
12/21/2016,Sing,75000000,270329045,195329045,260.4387267,2016
3/25/2011,Sucker Punch,75000000,36392502,-38607498,-51.476664,2011
8/14/2015,The Man From U.N.C.L.E.,75000000,45445109,-29554891,-39.40652133,2015
7/8/2016,The Secret Life of Pets,75000000,368384330,293384330,391.1791067,2016
7/10/2015,Minions,74000000,336045770,262045770,354.1159054,2015
2/6/2015,The SpongeBob Movie: Sponge Out of Water,74000000,162994032,88994032,120.2622054,2015
5/20/2016,The Angry Birds Movie,73000000,107509366,34509366,47.27310411,2016
5/28/2010,Agora,70000000,619423,-69380577,-99.11511,2010
3/11/2011,Battle: Los Angeles,70000000,83552429,13552429,19.36061286,2011
1/16/2015,Blackhat,70000000,8005980,-61994020,-88.56288571,2015
11/10/2017,Daddyâs Home 2,70000000,104029443,34029443,48.61349,2017
10/10/2014,Dracula Untold,70000000,55991880,-14008120,-20.0116,2014
10/18/2013,Escape Plan,70000000,25135965,-44864035,-64.09147857,2013
9/23/2011,Killer Elite,70000000,25124986,-44875014,-64.10716286,2011
5/9/2014,Legends of Oz: Dorothyâs Return,70000000,8462347,-61537653,-87.91093286,2014
6/8/2018,Oceanâs 8,70000000,140218711,70218711,100.3124443,2018
3/22/2013,Olympus Has Fallen,70000000,98927592,28927592,41.32513143,2013
6/15/2012,Rock of Ages,70000000,38518613,-31481387,-44.97341,2012
9/23/2016,Storks,70000000,72679278,2679278,3.82754,2016
1/14/2011,The Dilemma,70000000,48475290,-21524710,-30.74958571,2011
1/29/2016,The Finest Hours,70000000,27569558,-42430442,-60.61491714,2016
1/10/2014,The Legend of Hercules,70000000,18848538,-51151462,-73.07351714,2014
9/22/2017,The Lego Ninjago Movie,70000000,59281555,-10718445,-15.31206429,2017
2/7/2014,The Monuments Men,70000000,78031620,8031620,11.47374286,2014
1/20/2012,Underworld: Awakening,70000000,62321039,-7678961,-10.96994429,2012
9/24/2010,Wall Street 2: Money Never Sleeps,70000000,52474616,-17525384,-25.03626286,2010
12/25/2011,War Horse,70000000,79883359,9883359,14.11908429,2011
7/9/2010,Despicable Me,69000000,251513985,182513985,264.5130217,2010
7/30/2010,Dinner for Schmucks,69000000,73026337,4026337,5.835271014,2010
3/2/2018,Red Sparrow,69000000,46874505,-22125495,-32.06593478,2018
12/22/2017,Downsizing,68000000,24449754,-43550246,-64.04447941,2017
2/25/2011,Hall Pass,68000000,45060734,-22939266,-33.73421471,2011
6/26/2015,Ted 2,68000000,81476385,13476385,19.81821324,2015
